clave,titulo,artista,genero,anio,agregado,bpm,energia,baile,deciBeles,vivo,val,duracion,acustica,palabra,pop,pais
730,Chal Bombay,DIVINE,desi hip hop,2019,31/12/1969,95,62,86,-7,12,51,174,4,32,68,india
313,Chama Ela (feat. Pedro Sampaio),Lexa,baile pop,2019,31/12/1969,150,84,89,-2,6,96,120,46,15,83,brazil
740,Chandigarh Mein,Badshah,desi hip hop,2019,31/12/1969,100,87,81,-2,7,34,205,1,6,64,india
891,"CHARLES MANSON (BUON NATALE2) (feat. Lazza) - feat. Dani Faiv, Nitro",Salmo,italian hip hop,2019,31/12/1969,120,83,72,-5,44,48,258,1,21,76,italy
305,Cheirosa - Ao Vivo,Jorge & Mateus,sertanejo,2019,31/12/1969,152,87,53,-3,33,71,182,24,9,85,brazil
883,Chiasso,Random,italian hip hop,2019,31/12/1969,92,45,72,-13,10,46,182,25,19,78,italy
104,China,Anuel AA,latin,2019,31/12/1969,105,81,79,-4,8,61,302,8,9,94,argentina
256,China,Anuel AA,latin,2019,31/12/1969,105,81,79,-4,8,61,302,8,9,94,bolivia
454,China,Anuel AA,latin,2019,31/12/1969,105,81,79,-4,8,61,302,8,9,94,colombia
506,China,Anuel AA,latin,2019,31/12/1969,105,81,79,-4,8,61,302,8,9,94,chile
558,China,Anuel AA,latin,2019,31/12/1969,105,81,79,-4,8,61,302,8,9,94,spain
327,choque térmico - ao vivo,Luan Santana,funk carioca,2019,31/12/1969,127,76,74,-6,83,73,180,34,4,81,brazil
29,Christmas (Baby Please Come Home),Mariah Carey,dance pop,1994,31/12/1969,127,78,57,-7,11,70,153,2,3,88,world
47,Christmas (Baby Please Come Home),,adult standards,2019,31/12/1969,126,76,34,-7,8,36,166,39,5,82,world
71,Christmas (Baby Please Come Home),Mariah Carey,dance pop,1994,31/12/1969,127,78,57,-7,11,70,153,2,3,88,africa
84,Christmas (Baby Please Come Home),Darlene Love,adult standards,2019,31/12/1969,126,76,34,-7,8,36,166,39,5,82,africa
227,Christmas (Baby Please Come Home),Mariah Carey,,1994,31/12/1969,127,78,57,-7,11,70,153,2,3,88,belgium
244,Christmas (Baby Please Come Home),Darlene Love,,2019,31/12/1969,126,76,34,-7,8,36,166,39,5,82,belgium
370,Christmas (Baby Please Come Home),,,1994,31/12/1969,127,78,57,-7,11,70,153,2,3,88,canada
392,Christmas (Baby Please Come Home),Darlene Love,adult standards,2019,31/12/1969,126,76,34,-7,8,36,166,39,5,82,canada
623,Christmas (Baby Please Come Home),Mariah Carey,dance pop,1994,31/12/1969,127,78,57,-7,11,70,153,2,3,88,usa
641,Christmas (Baby Please Come Home),Darlene Love,adult standards,2019,31/12/1969,126,76,34,-7,8,36,166,39,5,82,usa
34,Christmas Lights,Coldplay,permanent wave,2010,31/12/1969,131,42,31,-9,8,24,242,13,3,87,world
174,Christmas Lights,Coldplay,permanent wave,2010,31/12/1969,131,42,31,-9,8,24,242,13,3,87,australia
231,Christmas Lights,Coldplay,permanent wave,2010,31/12/1969,131,42,31,-9,8,24,242,13,3,87,belgium
377,,Coldplay,permanent wave,2010,31/12/1969,131,42,31,-9,8,24,242,13,3,87,canada
418,Christmas Lights,Coldplay,,2010,31/12/1969,131,42,31,-9,8,24,242,13,3,87,germany
441,Christmas Time,Bryan Adams,album rock,2019,31/12/1969,77,58,50,-4,10,32,243,47,3,72,germany
649,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,adult standards,1965,31/12/1969,75,14,39,-20,10,9,166,98,3,75,usa
900,Cin Cin,Alfa,italian arena pop,2019,31/12/1969,121,63,70,-4,13,37,180,26,3,65,italy
795,Cinta Luar Biasa,Andmesh,indonesian pop,2019,31/12/1969,136,23,58,-12,10,32,256,81,3,66,indonesia
998,Cinta Luar Biasa,Andmesh,indonesian pop,2019,31/12/1969,136,23,58,-12,10,32,256,81,3,66,malasya
4,Circles,Post Malone,dfw rap,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,world
52,Circles,Post Malone,dfw rap,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,africa
153,Circles,,dfw rap,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,australia
204,,Post Malone,,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,belgium
602,Circl.,Post Malone,dfw rap,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,usa
703,Circles,,dfw rap,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,india
804,Circles,Post Malone,dfw rap,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,israel
954,Circles,Post Malone,,2019,31/12/1969,120,76,70,-3,9,55,215,19,4,99,malasya
426,COLT,Samra,german hip hop,2019,31/12/1969,90,53,54,-6,10,18,180,35,43,83,germany
336,Com ou Sem Mim (Ao Vivo em Fortaleza),Gustavo Mioto,sertanejo,2019,31/12/1969,142,72,61,-4,96,30,202,16,5,79,brazil
302,Combatchy (feat. MC Rebecca),Anitta,baile pop,2019,31/12/1969,150,73,83,-3,2,61,158,38,8,86,brazil
763,comethru,Jeremy Zucker,pop,2018,31/12/1969,94,18,80,-12,62,61,182,61,6,86,indonesia
988,comethru,Jeremy Zucker,pop,2018,31/12/1969,94,18,80,-12,62,61,182,61,6,86,malasya
141,Cómo estás,Ke Personajes,cumbia pop,2019,31/12/1969,135,86,59,-2,4,98,227,29,6,72,argentina
691,Compliqué,Dadju,francoton,2019,31/12/1969,75,74,70,-7,16,93,215,55,5,68,france
122,Con Altura,ROSALÍA,r&b en espanol,2019,31/12/1969,98,69,88,-4,5,75,162,39,12,88,argentina
276,Con Altura,,r&b en espanol,2019,31/12/1969,98,69,88,-4,5,75,162,39,12,88,bolivia
471,Con Altura,ROSALÍA,,2019,31/12/1969,98,69,88,-4,5,75,162,39,12,88,colombia
572,Con Altura,ROSALÍA,r&b en espanol,2019,31/12/1969,98,69,88,-4,5,75,162,39,12,88,spain
124,Con Calma,Daddy Yankee,latin,2019,31/12/1969,94,86,74,-3,6,66,193,11,6,88,argentina
588,Contando Lunares (feat. Cruz Cafuné),Don Patricio,trap espanol,2019,31/12/1969,106,52,86,-10,5,71,220,44,13,81,spain
316,Contatinho - Ao Vivo Em São Paulo / 2019,Leo Santana,axe,2019,31/12/1969,152,93,79,-5,95,81,173,22,8,82,brazil
540,Coronao Now,El Alfa,dembow,2019,31/12/1969,118,73,94,-8,18,72,218,15,25,81,chile
697,Côte Ouest,47ter,french hip hop,2019,31/12/1969,152,59,77,-8,18,58,233,50,9,59,france
878,CRUDELIA - I nervi,Marracash,italian hip hop,2019,31/12/1969,82,55,55,-8,34,7,231,15,10,80,italy
527,Cuerpo en Venta,Noriel,latin,2019,31/12/1969,92,60,70,-6,10,41,254,16,30,85,chile
789,Dan...,Sheila On 7,indonesian pop,1999,31/12/1969,125,54,66,-12,11,54,289,16,3,72,indonesia
741,Dance Like,Harrdy Sandhu,desi pop,2019,31/12/1969,100,82,86,-3,30,54,172,38,10,64,india
1,Dance Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,world
51,Dance Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,africa
101,Dance M.,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,argentina
151,Dance Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,australia
201,Dance Monkey,Tones and I,,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,belgium
251,Dance MNKY,,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,bolivia
301,Dance MNKY,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,brazil
351,Dance MNKY,Tones and I,,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,canada
401,Dance Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,germany
451,Dance Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,colombia
501,Dance Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,chile
551,D. Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,spain
651,D. Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,france
751,D. Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,indonesia
801,Dance Monkey,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,israel
851,Dance M.,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,italy
951,Dance M.,Tones and I,australian pop,2019,31/12/1969,98,59,82,-6,15,51,209,69,9,100,malasya
496,Daniela,Rodolfo Aicardi,classic colombian pop,2012,31/12/1969,142,56,62,-7,18,93,198,52,3,51,colombia
681,Dans l'univers,Nekfeu,french hip hop,2019,31/12/1969,132,42,64,-10,14,20,244,33,17,75,france
427,Der Bratan bleibt der gleiche,Capital Bra,german hip hop,2019,31/12/1969,96,70,61,-4,57,67,192,13,37,83,germany
296,Desconocidos,Mau y Ricky,latin,2019,31/12/1969,174,75,72,-5,21,68,205,12,18,79,bolivia
298,Detente,Mike Bahía,colombian pop,2019,31/12/1969,172,59,74,-5,11,36,182,27,35,77,bolivia
727,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",Tony Kakkar,desi pop,2019,31/12/1969,110,97,80,-2,35,69,177,15,4,68,india
688,Distant,Maes,french hip hop,2019,31/12/1969,105,73,75,-6,7,49,162,56,19,72,france
120,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,2019,31/12/1969,170,71,74,-4,8,83,259,5,9,88,argentina
275,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,2019,31/12/1969,170,71,74,-4,8,83,259,5,9,88,bolivia
521,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,2019,31/12/1969,170,71,74,-4,8,83,259,5,9,88,chile
569,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,2019,31/12/1969,170,71,74,-4,8,83,259,5,9,88,spain
30,Do They Know It's Christmas? - 1984 Version,Band Aid,NA,2004,31/12/1969,115,64,60,-7,10,35,223,16,4,87,world
73,Do They Know It's Christmas? - 1984 Version,Band Aid,NA,2004,31/12/1969,115,64,60,-7,10,35,223,16,4,87,africa
171,Do They Know It's Christmas? - 1984 Version,Band Aid,,2004,31/12/1969,115,64,60,-7,10,35,223,16,4,87,australia
229,,Band Aid,NA,2004,31/12/1969,115,64,60,-7,10,35,223,16,4,87,belgium
371,Do They Know It's Christmas? - 1984 Version,,NA,2004,31/12/1969,115,64,60,-7,10,35,223,16,4,87,canada
417,Do They Know It's Christmas? - 1984 Version,Band Aid,,2004,31/12/1969,115,64,60,-7,10,35,223,16,4,87,germany
624,Do They Know It's Christmas? - 1984 Version,Band Aid,NA,2004,31/12/1969,115,64,60,-7,10,35,223,16,4,87,usa
388,,Bing Crosby,,2006,31/12/1969,102,25,57,-15,20,41,166,81,3,84,canada
635,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,adult standards,2006,31/12/1969,102,25,57,-15,20,41,166,81,3,84,usa
431,Doch in der Nacht,Apache 207,german hip hop,2019,31/12/1969,131,83,90,-7,21,71,192,12,7,81,germany
343,Dois Lados,Wesley Safadão,forro,2019,31/12/1969,160,85,66,-4,10,93,147,42,5,77,brazil
737,"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,desi pop,2019,31/12/1969,105,91,80,-4,31,91,164,10,6,65,india
9,Don't Start Now,Dua Lipa,dance pop,2019,31/12/1969,124,79,79,-5,10,68,183,1,8,97,world
156,Don't Start Now,,dance pop,2019,31/12/1969,124,79,79,-5,10,68,183,1,8,97,australia
207,Don't Start Now,,dance pop,2019,31/12/1969,124,79,79,-5,10,68,183,1,8,97,belgium
656,,Dua Lipa,,2019,31/12/1969,124,79,79,-5,10,68,183,1,8,97,france
807,,Dua Lipa,dance pop,2019,31/12/1969,124,79,79,-5,10,68,183,1,8,97,israel
958,,Dua Lipa,,2019,31/12/1969,124,79,79,-5,10,68,183,1,8,97,malasya
45,Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,31/12/1969,180,58,51,-11,18,87,242,36,4,83,world
182,Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,31/12/1969,180,58,51,-11,18,87,242,36,4,83,australia
241,Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,31/12/1969,180,58,51,-11,18,87,242,36,4,83,belgium
390,,Chris Rea,album rock,1987,31/12/1969,180,58,51,-11,18,87,242,36,4,83,canada
425,Driving Home for Christmas - 2019 Remaster,Chris Rea,,1987,31/12/1969,180,58,51,-11,18,87,242,36,4,83,germany
481,Dulce Pecado,Jessi Uribe,colombian pop,2019,31/12/1969,176,51,64,-4,13,77,175,61,5,63,colombia
720,"Duniyaa (From ""Luka Chuppi"")",Akhil,desi pop,2019,31/12/1969,77,66,44,-6,13,52,223,70,4,71,india
586,Easy - Remix,Jhay Cortez,latin,2019,31/12/1969,94,75,89,-4,15,44,220,19,9,81,spain
736,"Ek Toh Kum Zindagani (From ""Marjaavaan"")",Neha Kakkar,desi pop,2019,31/12/1969,128,97,67,-2,6,72,190,6,9,67,india
149,El Bombón,Los Palmeras,argentine rock,2016,31/12/1969,164,77,74,-5,8,87,204,20,6,63,argentina
129,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,latin,2019,31/12/1969,88,65,75,-3,11,48,233,11,7,85,argentina
525,,Dimelo Flow,latin,2019,31/12/1969,88,65,75,-3,11,48,233,11,7,85,chile
487,El Hijo Ausente,Pastor Lopez,cumbia,2012,31/12/1969,107,73,76,-6,13,85,173,63,6,54,colombia
498,El Jornalero (El Hijo de Tuta),Lisandro Meza,cumbia,2001,31/12/1969,95,72,85,-5,16,96,244,7,6,49,colombia
328,Ela Vem,MC G15,brega funk,2019,31/12/1969,185,63,62,-7,7,59,197,62,55,81,brazil
690,Elle est bonne sa mère,Vegedream,francoton,2019,31/12/1969,105,74,79,-5,34,47,197,33,6,70,france
482,En Barranquilla Me Quedo,Joe Arroyo,cumbia,2009,31/12/1969,104,79,62,-6,9,75,312,18,5,63,colombia
332,Espaçosa Demais - Ao Vivo,Felipe Araújo,funk carioca,2018,31/12/1969,160,89,68,-4,23,71,179,38,8,80,brazil
6,everything i wanted,Billie Eilish,electropop,2019,31/12/1969,120,23,70,-14,11,24,245,90,10,98,world
206,everything i wanted,Billie Eilish,electropop,2019,31/12/1969,120,23,70,-14,11,24,245,90,10,98,belgium
805,everything i wanted,Billie Eilish,electropop,2019,31/12/1969,120,23,70,-14,11,24,245,90,10,98,israel
956,everything i wanted,Billie Eilish,electropop,2019,31/12/1969,120,23,70,-14,11,24,245,90,10,98,malasya
36,Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,31/12/1969,119,65,32,-6,24,47,272,50,3,86,world
177,Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,31/12/1969,119,65,32,-6,24,47,272,50,3,86,australia
234,Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,31/12/1969,119,65,32,-6,24,47,272,50,3,86,belgium
378,Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,31/12/1969,119,65,32,-6,24,47,272,50,3,86,canada
346,Fake News - Ao Vivo,Gustavo Mioto,sertanejo,2019,31/12/1969,114,64,80,-3,97,73,175,47,5,70,brazil
7,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,world
157,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,australia
404,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,germany
604,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,usa
704,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,india
755,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,indonesia
806,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,israel
856,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,italy
957,Falling,Trevor Daniel,alternative r&b,2018,31/12/1969,127,43,78,-9,9,24,159,12,4,97,malasya
981,Falling,Harry Styles,dance pop,2019,31/12/1969,110,27,57,-7,9,6,240,84,3,88,malasya
530,Fantasía,Ozuna,latin,2019,31/12/1969,180,72,70,-6,9,78,175,23,9,84,chile
580,Fantasía,Ozuna,latin,2019,31/12/1969,180,72,70,-6,9,78,175,23,9,84,spain
106,Fantasias,Rauw Alejandro,latin,2019,31/12/1969,94,70,88,-4,6,79,200,14,7,93,argentina
257,Fantasias,Rauw Alejandro,latin,2019,31/12/1969,94,70,88,-4,6,79,200,14,7,93,bolivia
456,Fantasias,Rauw Alejandro,latin,2019,31/12/1969,94,70,88,-4,6,79,200,14,7,93,colombia
507,Fantasias,Rauw Alejandro,latin,2019,31/12/1969,94,70,88,-4,6,79,200,14,7,93,chile
559,Fantasias,Rauw Alejandro,latin,2019,31/12/1969,94,70,88,-4,6,79,200,14,7,93,spain
996,Feelings,Lauv,pop,2019,31/12/1969,103,47,69,-7,10,25,190,9,4,73,malasya
39,Feliz Navidad,José Feliciano,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,world
79,Feliz Navidad,José Feliciano,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,africa
236,Feliz Navidad,,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,belgium
285,FLZ N.,,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,bolivia
381,Feliz Navidad,,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,canada
421,Feliz NVDAD,,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,germany
528,Feliz Navidad,,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,chile
578,Feliz Na.,Jose F.,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,spain
630,Feliz Navidad,Jose F.,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,usa
869,Feliz Navidad,Jose F.,latin pop,2001,31/12/1969,149,86,49,-7,35,96,182,53,4,85,italy
312,Ferida Curada,Zé Neto & Cristiano,sertanejo universitario,2019,31/12/1969,146,85,49,-3,21,55,159,49,10,83,brazil
717,Filhall,B Praak,desi pop,2019,31/12/1969,80,66,53,-4,13,59,255,61,6,74,india
341,Fingindo Maturidade - Ao Vivo,Mano Walter,forro,2019,31/12/1969,166,92,58,-3,94,74,189,29,10,77,brazil
97,Fire,DJ Big Sky,NA,2019,31/12/1969,114,56,65,-7,5,64,463,2,21,47,africa
130,Fresa,TINI,latin pop,2019,31/12/1969,96,87,78,-3,10,86,166,22,9,83,argentina
872,fuck 3x,tha Supreme,trap italiana,2019,31/12/1969,180,81,66,-5,11,69,161,7,8,82,italy
598,Fuera De Mi Mente,Lérica,spanish pop,2019,31/12/1969,94,94,74,-2,5,70,181,17,10,73,spain
615,Futsal Shuffle 2020,Lil Uzi Vert,melodic rap,2019,31/12/1969,137,46,88,-8,23,30,199,3,16,90,usa
309,Gaiola É o Troco,MC Du Black,funk carioca,2019,31/12/1969,150,84,72,-3,11,85,187,42,8,84,brazil
896,GANG (feat. Geolier),Samurai Jay,italian hip hop,2019,31/12/1969,95,46,80,-11,21,58,162,4,24,75,italy
700,Gasolina (feat. Gambi),Hamza,belgian hip hop,2019,31/12/1969,130,61,95,-8,12,72,179,28,19,52,france
715,"Ghungroo (From ""War"")",Arijit Singh,desi pop,2019,31/12/1969,118,73,70,-6,53,86,303,7,3,75,india
888,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,italian hip hop,2019,31/12/1969,98,63,80,-9,9,39,164,9,14,77,italy
698,God Bless (feat. Damso),Hamza,belgian hip hop,2019,31/12/1969,83,57,86,-10,6,23,162,1,12,57,france
493,Golpe Con Golpe,Pastor Lopez,cumbia,2012,31/12/1969,102,62,75,-7,6,97,214,60,6,53,colombia
971,Goodbyes (feat. Young Thug),Post Malone,dfw rap,2019,31/12/1969,150,65,55,-4,10,16,175,46,8,92,malasya
138,Goteo,Duki,argentine hip hop,2019,31/12/1969,108,78,47,-4,19,44,164,19,4,73,argentina
599,Goteo,Duki,argentine hip hop,2019,31/12/1969,108,78,47,-4,19,44,164,19,4,73,spain
908,Gurenge,LiSA,anime rock,2019,31/12/1969,135,98,55,-3,8,31,239,0,15,73,japan
999,Haa Tepok,MeerFly,malaysian hip hop,2019,31/12/1969,87,50,85,-12,15,68,211,66,31,65,malasya
936,Hakujitsu,King Gnu,j-pop,2019,31/12/1969,93,90,61,-3,29,75,275,67,11,56,japan
429,Hallelujah,Pentatonix,a cappella,2016,31/12/1969,119,38,32,-7,34,37,269,45,4,82,germany
771,Halu,Feby Putri,NA,2019,31/12/1969,116,25,34,-15,11,10,266,87,4,79,indonesia
915,HANABI,Mr.Children,j-pop,2008,31/12/1969,112,77,64,-6,12,60,343,16,3,68,japan
797,Hanya Rindu,Andmesh,indonesian pop,2019,31/12/1969,179,16,28,-12,11,20,252,89,3,65,indonesia
1000,Hanya Rindu,Andmesh,indonesian pop,2019,31/12/1969,179,16,28,-12,11,20,252,89,3,65,malasya
874,Happy Xmas (War Is Over),Céline Dion,canadian pop,1998,31/12/1969,172,60,34,-5,28,16,255,45,3,82,italy
17,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,world
61,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,africa
161,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,australia
216,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,belgium
358,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,canada
408,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,germany
610,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,usa
859,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,italy
904,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,31/12/1969,147,61,33,-11,77,40,214,32,3,92,japan
587,Hasta Que Salga el Sol,Ozuna,latin,2019,31/12/1969,96,82,83,-5,13,60,188,2,7,81,spain
749,"Hauli Hauli (From ""De De Pyaar De"")",Garry Sandhu,bhangra,2019,31/12/1969,95,98,71,-3,34,57,209,2,8,56,india
24,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,31/12/1969,75,18,44,-9,32,34,171,96,4,89,world
67,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,31/12/1969,75,18,44,-9,32,34,171,96,4,89,africa
168,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,31/12/1969,75,18,44,-9,32,34,171,96,4,89,australia
197,Have Yourself A Merry Little Christmas,Ella Fitzgerald,adult standards,1960,31/12/1969,112,25,61,-9,22,48,176,96,4,73,australia
223,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,31/12/1969,75,18,44,-9,32,34,171,96,4,89,belgium
365,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,31/12/1969,75,18,44,-9,32,34,171,96,4,89,canada
414,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,31/12/1969,75,18,44,-9,32,34,171,96,4,89,germany
620,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,31/12/1969,75,18,44,-9,32,34,171,96,4,89,usa
645,Have Yourself A Merry Little Christmas,Judy Garland,adult standards,1944,31/12/1969,181,18,16,-15,26,11,162,97,4,79,usa
669,Hé oh,Gambi,pop urbaine,2019,31/12/1969,105,59,83,-5,20,54,178,7,15,79,france
708,Heartless,The Weeknd,canadian contemporary r&b,2019,31/12/1969,170,75,53,-6,12,20,200,1,11,94,india
810,HIGHEST IN THE ROOM,Travis Scott,rap,2019,31/12/1969,76,43,60,-9,21,6,176,5,3,96,israel
944,Hikoutei,King Gnu,j-pop,2019,31/12/1969,80,85,47,-3,33,49,262,4,5,50,japan
308,Hit Contagiante,Felipe Original,brega funk,2019,31/12/1969,170,68,82,-7,9,96,137,13,12,84,brazil
248,Hoe Het Danst,Marco Borsato,dutch cabaret,2019,31/12/1969,130,86,69,-3,19,42,253,6,5,75,belgium
118,Hola - Remix,Dalex,latin,2019,31/12/1969,182,67,65,-6,8,34,250,47,31,89,argentina
270,Hola - Remix,Dalex,latin,2019,31/12/1969,182,67,65,-6,8,34,250,47,31,89,bolivia
467,Hola - Remix,Dalex,latin,2019,31/12/1969,182,67,65,-6,8,34,250,47,31,89,colombia
519,Hola - Remix,Dalex,latin,2019,31/12/1969,182,67,65,-6,8,34,250,47,31,89,chile
568,Hola - Remix,Dalex,latin,2019,31/12/1969,182,67,65,-6,8,34,250,47,31,89,spain
897,Holly & Benji (feat. Capo Plaza & Shiva),AVA,italian hip hop,2019,31/12/1969,78,79,42,-6,11,50,220,1,27,74,italy
46,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,world
83,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,africa
185,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,australia
243,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,belgium
391,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,canada
536,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,chile
640,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,usa
666,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,france
873,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,italy
992,Holly Jolly Christmas,Michael Bublé,adult standards,2011,31/12/1969,151,43,61,-9,9,74,122,86,4,82,malasya
707,hot girl bummer,blackbear,pop,2019,31/12/1969,130,56,78,-7,40,68,185,13,8,96,india
961,hot girl bummer,blackbear,pop,2019,31/12/1969,130,56,78,-7,40,68,185,13,8,96,malasya
966,How Do You Sleep?,Sam Smith,pop,2019,31/12/1969,111,68,48,-5,8,35,202,15,9,93,malasya
200,How to Make Gravy,Paul Kelly,australian alternative rock,2019,31/12/1969,95,72,40,-7,25,39,269,6,4,45,australia
765,I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,31/12/1969,102,68,80,-5,9,84,220,9,4,85,indonesia
818,I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,31/12/1969,102,68,80,-5,9,84,220,9,4,85,israel
